Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Chính phủ đợt 17/2003
Mã chứng khoán:,CP4_1703
Mã ISIN:,VN00CP417033
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,87/2006/GCNTP-TTLK
Tổng số chứng khoán đăng ký:,1.300.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,130.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,9.4%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,19/12/2003
Ngày đáo hạn:,19/12/2018
Nơi quản lý tại VSD:,Trụ sở chính
