Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Xăng dầu Petrolimex
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Xăng dầu Petrolimex
Mã chứng khoán:,PGB
Mã ISIN:,VN000000PGB7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 74/2020/GCNCP-VSD do VSD cấp ngày 27/11/2020
Tổng số chứng khoán đăng ký:,300.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
