Keys,Values
Tên TCPH:,"
Công ty Cổ phần Nước giải khát Chương Dương
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Nước giải khát Chương Dương
Mã chứng khoán:,SCD
Mã ISIN:,VN000000SCD6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 71/2006/GCNCP-CNTTLK do TTLKCK Việt Nam cấp ngày 21/12/2006
Tổng số chứng khoán đăng ký:,8.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,85.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
