Keys,Values
Tên TCPH:,"
CTCP Xuất nhập khẩu Vĩnh Long
"
Tên chứng khoán:,Cổ phiếu CTCP Xuất nhập khẩu Vĩnh Long
Mã chứng khoán:,ICL
Mã ISIN:,VN000000ICL0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"số 84/2010/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 02/04/2010, cấp thay đổi lần 2 ngày 18/09/2013"
Tổng số chứng khoán đăng ký:,9.879.506 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,98.795.060.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
