Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vicem Bao bì Bỉm Sơn
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vicem Bao bì Bỉm Sơn
Mã chứng khoán:,BPC
Mã ISIN:,VN000000BPC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 09/GCN/TTGD-LK do TTGDCK Tp. HCM cấp lần đầu ngày 04/04/2002, số 09/2002/GCNCP-VSD-1 do VSD cấp thay đổi lần 1 ngày 27/02/2012"
Tổng số chứng khoán đăng ký:,3.800.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,38.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
