Keys,Values
Tên TCPH:,"
Công ty cổ phần Bá Hiến
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bá Hiến
Mã chứng khoán:,BHV
Mã ISIN:,VN000000BHV3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 10/2006/GCNCP-TTLK do  VSD cấp  lần đầu ngày 17/11/2006, Số 10/2006/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 25/01/2021"
Tổng số chứng khoán đăng ký:,972.013 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,9.720.130.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
