Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu đô thị TP.HCM đợt 03/2007
Mã chứng khoán:,HCM_0307
Mã ISIN:,VN00HCM03079
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 09/2007/GCNTP-CNTTLK do CN TTLKCK tại Tp.HCM cấp ngày 06/07/2007
Tổng số chứng khoán đăng ký:,2.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức phát hành:,Đấu thầu
Lãi suất:,8.25%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,15 năm
Ngày phát hành:,14/06/2007
Ngày đáo hạn:,14/06/2022
Nơi quản lý tại VSD:,Trụ sở chính
