Keys,Values
Tên TCPH:,"
Công ty cổ phần cao su Phước Hoà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần cao su Phước Hoà
Mã chứng khoán:,PHR
Mã ISIN:,VN000000PHR1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 52/2009/GCNCP-CNTTLK  do TTLKCK Việt Nam cấp lần đầu ngày 03/08/2009, Số:52/2009/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 02/07/2018"
Tổng số chứng khoán đăng ký:,135.499.198 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.354.991.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
