Keys,Values
Tên TCPH:,"
Công ty Cổ phần Chứng khoán KIS Việt Nam
"
Tên chứng quyền:,Chứng quyền.SBT.KIS.M.CA.T.04
Mã chứng quyền:,CSBT2101
Mã ISIN:,VN0CSBT21012
Mã chứng khoán cơ sở:,SBT
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty Cổ phần Thành Thành Công-Biên Hòa
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,09 tháng
Ngày đáo hạn:,22/09/2021
Tỷ lệ chuyển đổi:,5:1
Giá thực hiện:,24.666  đồng
Giá phát hành lần đầu:,1.100  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số:   07/2021/GCNCW-VSD do VSD cấp lần đầu ngày 11/01/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.000.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.200.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.000.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
