Keys,Values
Tên TCPH:,"
Công ty cổ phần Cơ khí đóng tàu thủy sản Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cơ khí đóng tàu thủy sản Việt Nam
Mã chứng khoán:,FSO
Mã ISIN:,VN000000FSO6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 200/2016/GCNCP-VSD do VSD cấp lần đầu ngày 19/12/2016
Tổng số chứng khoán đăng ký:,5.624.966 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,56.249.660.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
