Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Masan
"
Tên chứng khoán:,Trái phiếu MSNH2023049
Mã chứng khoán:,MSN120008
Mã ISIN:,VNMSN1200082
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 45/2021/GCNTP-VSD do VSD cấp lần đầu ngày 16/11/2021
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành ra công chúng
Lãi suất:,"+ Lãi suất cho 04 kỳ tính lãi đầu tiên: Cố định 9,9%/năm; và

+ Lãi suất cho mỗi kỳ tính lãi còn lại: Thả nổi bằng tổng của 3,9%/năm và lãi suất tham chiếu của kỳ tính lãi đó.

Trong đó: “lãi suất tham chiếu” có nghĩa là trung bình cộng của lãi suất tiền gửi áp dụng đối với các khoản tiền gửi tiết kiệm cá nhân bằng tiền Đồng kỳ hạn 12 tháng trả lãi sau (hoặc tương đương) do Ngân hàng Thương mại cổ phần Công thương Việt Nam, Ngân hàng Thương mại cổ phần Ngoại thương Việt Nam, Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam và Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam công bố vào ngày xác định lãi suất có liên quan."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,03 năm
Ngày phát hành:,04/11/2020
Ngày đáo hạn:,06/11/2023
Nơi quản lý tại VSD:,Chi nhánh
