Keys,Values
Tên TCPH:,"
Công ty Cổ phần Sông Đà 11 Thăng Long
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Sông Đà 11 Thăng Long
Mã chứng khoán:,SEL
Mã ISIN:,VN000000SEL5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 214/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 31/08/2010
Tổng số chứng khoán đăng ký:,10.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,100.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
