Keys,Values
Tên TCPH:,"
Công ty cổ phần Licogi 14
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần LICOGI 14
Mã chứng khoán:,L14
Mã ISIN:,VN000000L144
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 49/2011/GCNCP-VSD do VSD cấp lần đầu ngày 30/06/2011, Số: 49/2011/GCNCP-VSD-8 cấp thay đổi lần 8 ngày 05/08/2021"
Tổng số chứng khoán đăng ký:,26.834.841 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,268.348.410.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
