Keys,Values
Tên TCPH:,"
Công ty cổ phần Dược liệu và Thực phẩm Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dược liệu và Thực phẩm Việt Nam
Mã chứng khoán:,VHE
Mã ISIN:,VN000000VHE7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 87/2018/GCNCP-VSD do VSD cấp ngày 18/10/2018; số 87/2018/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 30/12/2021
Tổng số chứng khoán đăng ký:,31.640.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,316.400.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
