Keys,Values
Tên TCPH:,"
Công ty cổ phần Vận tải và Xếp dỡ Hải An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Vận tải và Xếp dỡ Hải An
Mã chứng khoán:,HAH
Mã ISIN:,VN000000HAH4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 87/2014/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2014, Số 87/2014/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 27/07/2018"
Tổng số chứng khoán đăng ký:,68.295.817 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,682.958.170.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
