Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu ghi sổ phát hành đợt 1/2006 kỳ hạn 3 năm
Mã chứng khoán:,BID10106
Mã ISIN:,VN0BID101062
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,5.521.730 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,552.173.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,"9,36%/năm"
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,3 năm
Ngày phát hành:,07/12/2006
Ngày đáo hạn:,07/12/2009
Nơi quản lý tại VSD:,Chi nhánh
