Keys,Values
Tên TCPH:,"
Công ty cổ phần MHC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần MHC
Mã chứng khoán:,MHC
Mã ISIN:,VN000000MHC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 30/GCN/TTGDHCM-LK do TTGDCK Tp. HCM cấp lần đầu ngày 14/03/2005. Số 097/2009/GCNCP-VSD-9 do VSD cấp thay đổi lần thứ 9 ngày 30/8/2019
Tổng số chứng khoán đăng ký:,41.406.964 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,414.069.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
