Keys,Values
Tên TCPH:,"
Công ty Cổ phần Nông Dược HAI
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Nông Dược HAI
Mã chứng khoán:,HAI
Mã ISIN:,VN000000HAI2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 72/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 25/12/2006, Số 72/2006/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 29/12/2017"
Tổng số chứng khoán đăng ký:,182.682.799 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.826.827.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
