Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Xây dựng HUD3
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng HUD3
Mã chứng khoán:,HU3
Mã ISIN:,VN000000HU35
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,Số 15/2011/GCNCP-VSD do VSD cấp lần đầu ngày 23/02/2011
Tổng số chứng khoán đăng ký:,9.999.944 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,99.999.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
