Keys,Values
Tên TCPH:,"
Công ty cổ phần Việt Tiên Sơn  Địa ốc
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Việt Tiên Sơn Địa ốc
Mã chứng khoán:,AAV
Mã ISIN:,VN000000AAV0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 126 /2017/GCNCP-VSD do VSD cấp ngày 19/06/2017, Số: 126 /2017/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 17/08/2021"
Tổng số chứng khoán đăng ký:,66.656.180 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,666.561.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
