Keys,Values
Tên TCPH:,"
Công ty cổ phần Xăng dầu Dầu khí Vũng Áng
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xăng dầu Dầu khí Vũng Áng
Mã chứng khoán:,POV
Mã ISIN:,VN000000POV9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 206/2010/GCNCP-VSD do VSD cấp ngày 20/08/2010, Số: 206/2010/GCNCP-VSD-1 cấp thay đổi ngày 15/11/2019"
Tổng số chứng khoán đăng ký:,12.499.612 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,124.996.120.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
