Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư dịch vụ và Phát triển Xanh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư dịch vụ và Phát triển Xanh
Mã chứng khoán:,GIC
Mã ISIN:,VN000000GIC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:   43/2020/GCNCP-VSD do VSD cấp ngày 26/6/2020
Tổng số chứng khoán đăng ký:,12.120.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,121.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
