Keys,Values
Tên TCPH:,"
Công ty cổ phần Sách và Thiết bị trường học tỉnh Đắk Nông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Sách và Thiết bị trường học Đắk Nông
Mã chứng khoán:,DNB
Mã ISIN:,VN000000DNB9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 15CPH/2019/GCNCP-VSD do VSD cấp ngày 11/06/2019, Số 01/2020/GCNCP-VSD cấp thay đổi ngày 03/01/2020"
Tổng số chứng khoán đăng ký:,1.447.554 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,14.475.540.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
