Keys,Values
Tên TCPH:,"
Công ty cổ phần Liên hiệp Xuất nhập khẩu và Đầu tư Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Liên hiệp Xuất nhập khẩu và Đầu tư Hà Nội
Mã chứng khoán:,UNM
Mã ISIN:,VN000000UNM0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số: 14/2021/GCNCP-VSD do VSD cấp lần đầu ngày 07/04/2021
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
