Keys,Values
Tên TCPH:,"
Công ty cổ phần Chế tạo Điện cơ Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chế tạo Điện cơ Hà Nội
Mã chứng khoán:,HEM
Mã ISIN:,VN000000HEM6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 177/2016/GCNCP-VSD do VSD cấp lần đầu ngày 07/12/2016, số 177/2016/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 05/04/2019"
Tổng số chứng khoán đăng ký:,38.704.650 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,387.046.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
