Keys,Values
Tên TCPH:,"
Công ty cổ phần Thiết bị xăng dầu Petrolimex
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thiết bị xăng dầu Petrolimex
Mã chứng khoán:,PEQ
Mã ISIN:,VN000000PEQ0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 82/2010/GCNCP-VSD do VSD cấp ngày 04/12/2010, số 82/2010/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 03/07/2019"
Tổng số chứng khoán đăng ký:,4.965.514 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,49.655.140.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
