Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng ALVICO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng ALVICO
Mã chứng khoán:,ALV
Mã ISIN:,VN000000ALV7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 196/2010/GCNCP-VSD do VSD cấp lần đầu ngày 10/08/2010, Số 196/2010/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 23/04/2020"
Tổng số chứng khoán đăng ký:,5.657.936 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,56.579.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
