Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán BOS
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán BOS
Mã chứng khoán:,ART
Mã ISIN:,VN000000ART8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 169/2016/GCNCP-VSD do VSD cấp lần đầu ngày 02/12/2016, số 169/2016/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 28/8/2019"
Tổng số chứng khoán đăng ký:,96.922.509 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,969.225.090.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
