Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuận Đức
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuận Đức
Mã chứng khoán:,TDP
Mã ISIN:,VN000000TDP6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 73/2018/GCNCP-VSD do VSD cấp ngày 30/08/2018, số 73/2018/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 06/008/2021"
Tổng số chứng khoán đăng ký:,60.210.902 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,602.109.020.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
