Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Hạ tầng kỹ thuật Tp HCM
Mã chứng khoán:,CII
Mã ISIN:,VN000000CII6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 06/GCN/CNTTLK-ĐK do VSD cấp lần đầu ngày 09/05/2006, Số:  06/2006/GCNCP-VSD-24 cấp thay đổi lần 24 ngày 07/12/2021"
Tổng số chứng khoán đăng ký:,283.304.771 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.833.047.710.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
