Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ BLPH đợt 01/2013
Mã chứng khoán:,TB1328154
Mã ISIN:,VNTB13281548
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 73/2013/GCNTP-VSD do VSD cấp lần đầu ngày 02/07/2013, Số 73/2013/GCNTP-VSD-2 cấp thay đổi lần 2 ngày 15/11/2013"
Tổng số chứng khoán đăng ký:,42.120.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,4.212.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,"8,9%/năm"
Cách thức trả lãi:,"Tiền gốc trái phiếu được thanh toán 01 lần khi đến hạn, tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 30/06 từ năm 2014 đến năm đáo hạn."
Kỳ hạn:,15 năm
Ngày phát hành:,30/06/2013
Ngày đáo hạn:,30/06/2028
Nơi quản lý tại VSD:,Trụ sở chính
