Keys,Values
Tên TCPH:,"
Công ty cổ phần Bia Sài Gòn – Nghệ Tĩnh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Bia Sài Gòn – Nghệ Tĩnh
Mã chứng khoán:,SB1
Mã ISIN:,VN000000SB19
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 196/2016/GCNCP-VSD do VSD cấp lần đầu ngày 15/12/2016
Tổng số chứng khoán đăng ký:,10.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,105.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
