Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Sao Thăng Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Sao Thăng Long
Mã chứng khoán:,DST
Mã ISIN:,VN000000DST0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 06/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 05/10/2007, Số 06/2007/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 24/01/2018"
Tổng số chứng khoán đăng ký:,32.300.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,323.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
