Keys,Values
Tên TCPH:,"
Công ty cổ phần RedstarCera
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần RedstarCera
Mã chứng khoán:,TRT
Mã ISIN:,VN000000TRT8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 30/2017/GCNCP-VSD do VSD cấp lần đầu ngày 24/01/2017, Số: 30/2017/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 11/06/2021"
Tổng số chứng khoán đăng ký:,11.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,110.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
