Keys,Values
Tên TCPH:,"
Công ty cổ phần Công trình đường thủy - Vinawaco
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Công trình đường thủy - Vinawaco
Mã chứng khoán:,WAC
Mã ISIN:,VN000000WAC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 179/2017/GCNCP-VSD do VSD cấp ngày 15/9/2017
Tổng số chứng khoán đăng ký:,2.700.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
