Keys,Values
Tên TCPH:,"
Công ty cổ phần Than Cao Sơn - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Than Cao Sơn - Vinacomin
Mã chứng khoán:,TCS
Mã ISIN:,VN000000TCS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 44/2008/GCNCP-TTLK do TTLKCK Việt Nam cấp lần đầu ngày 03/10/2008, số 44/2008/GCNCP-VSD-2 cấp thay đổi lầ 2 ngày 04/11/2016"
Tổng số chứng khoán đăng ký:,26.846.773 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,268.467.730.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
