Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng SCG
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng SCG
Mã chứng khoán:,SCG
Mã ISIN:,VN000000SCG9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số: 71/2020/GCNCP-VSD do VSD cấp lần đầu ngày 19/11/2020, Số: 71/2020/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 26/08/2021"
Tổng số chứng khoán đăng ký:,85.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,850.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
