Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu chính quyền địa phương TP.HCM đợt 02 năm 2015
Mã chứng khoán:,HCMB15313
Mã ISIN:,VNHCMB153134
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 67/2015/GCNTP-VSD do VSD cấp ngày 13/10/2015
Tổng số chứng khoán đăng ký:,1.400.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,140.000.000.000 đồng
Hình thức phát hành:,Bão lãnh
Lãi suất:,"8,05%/ năm"
Cách thức trả lãi:,"Tiền lãi trái phiếu được thanh toán sau theo định kỳ 01 năm/lần. Trường hợp đến hạn trả lãi, chủ sở hữu trái phiếu không đến nhận lãi thanh toán thì lãi trái phiếu được bảo lưu, không tính nhập gốc, Tiền gốc trái phiếu được thanh toán một lần vào ngày đáo hạn.					"
Kỳ hạn:,15 năm
Ngày phát hành:,14/10/2015
Ngày đáo hạn:,14/10/2030
Nơi quản lý tại VSD:,Trụ sở chính
