Keys,Values
Tên TCPH:,"
Công ty cổ phần Than Đèo Nai - Vinacomin
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Than Đèo Nai - Vinacomin
Mã chứng khoán:,TDN
Mã ISIN:,VN000000TDN1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 47/2008/GCNCP-TTLK do VSD cấp lần đầu ngày 17/10/2008, Số 47/2008/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 22/09/2016"
Tổng số chứng khoán đăng ký:,29.439.097 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,294.390.970.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
