Keys,Values
Tên TCPH:,"
Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu Công ty Đầu tư tài chính Nhà nước Tp. Hồ Chí Minh
Mã chứng khoán:,HCMB13257
Mã ISIN:,VNHCMB132575
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,Số 82/2013/GCNTP-VSD do TTLKCK Việt Nam cấp ngày 22/08/2013
Tổng số chứng khoán đăng ký:,500.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,"9,3%/năm"
Cách thức trả lãi:,"Tiền lãi trái phiếu được trả sau mỗi năm một lần vào ngày trùng với ngày phát hành trái phiếu. Lãi trái phiếu được bảo lưu, không tính nhập gốc. Tiền gốc trái phiếu được thanh toán một lần bằng mệnh giá khi đến hạn."
Kỳ hạn:,10 năm
Ngày phát hành:,21/08/2013
Ngày đáo hạn:,21/08/2023
Nơi quản lý tại VSD:,Trụ sở chính
