Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương
Mã chứng khoán:,PPI
Mã ISIN:,VN000000PPI3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 53/2010/GCNCP-CNVSD do VSD cấp ngày 01/04/2010, Số 53/2010/GCNCP-VSD-7 cấp thay đổi lần thứ 7 ngày 09/09/2015"
Tổng số chứng khoán đăng ký:,48.290.629 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,482.906.290.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
