Keys,Values
Tên TCPH:,"
CTCP Thực phẩm Lâm Đồng
"
Tên chứng khoán:,Cổ phiếu CTCP Thực phẩm Lâm Đồng
Mã chứng khoán:,VDL
Mã ISIN:,VN000000VDL1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 07/2007/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 15/10/2007, số 07/2007/GCNCP-VSD -6 cấp thay đổi lần 6 ngày 23/08/2016"
Tổng số chứng khoán đăng ký:,14.657.150 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,146.571.500.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
