Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu ghi sổ phát hành đợt 1/2006 kỳ hạn 5 năm
Mã chứng khoán:,BID10206
Mã ISIN:,VN0BID102060
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,
Tổng số chứng khoán đăng ký:,4.500.540 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,450.054.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,"9,5%/năm"
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,5 năm
Ngày phát hành:,07/12/2006
Ngày đáo hạn:,07/12/2011
Nơi quản lý tại VSD:,Chi nhánh
