Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Thương mại Việt Nhật
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Thương mại Việt Nhật
Mã chứng khoán:,CJV
Mã ISIN:,VN000000CJV7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 42/2021/GCNCP-VSD do VSD cấp lần đầu ngày 21/10/2021
Tổng số chứng khoán đăng ký:,8.489.300 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,84.893.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
