Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng Dịch vụ và Hợp tác lao động
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng Dịch vụ và Hợp tác lao động
Mã chứng khoán:,OLC
Mã ISIN:,VN000000OLC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 54/2014/GCNCP-VSD do VSD cấp lần đầu ngày 31/7/2014
Tổng số chứng khoán đăng ký:,1.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,10.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
