Keys,Values
Tên TCPH:,"
CTCP Công trình GTVT Quảng Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Công trình GTVT Quảng Nam
Mã chứng khoán:,QTC
Mã ISIN:,VN000000QTC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 62/2008/GCNCP- VSD-1 do VSD cấp lần đầu ngày 24/12/2008, cấp thay đổi lần 1 ngày 29/08/2014"
Tổng số chứng khoán đăng ký:,2.700.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,27.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
