Keys,Values
Tên TCPH:,"
Công ty cổ phần Thủy tinh Hưng Phú
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần  Thủy tinh Hưng Phú
Mã chứng khoán:,HPA
Mã ISIN:,VN000000HPA7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"số 107/2010/GCNCP-VSD-2 do TTLKCK Việt Nam cấp lần đầu ngày 29/04/2010, cấp thay đổi lần 2 ngày 17/10/2013"
Tổng số chứng khoán đăng ký:,6.520.724 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,65.207.240.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
