Keys,Values
Tên TCPH:,"
Công ty cổ phần Việt Nam Kỹ nghệ Súc sản
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Việt Nam Kỹ nghệ Súc sản
Mã chứng khoán:,VSN
Mã ISIN:,VN000000VSN5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 114/2016/GCNCP-VSD do VSD cấp lần đầu ngày 04/10/2016
Tổng số chứng khoán đăng ký:,80.914.300 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,809.143.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
