Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng FLC Faros
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng FLC Faros
Mã chứng khoán:,ROS
Mã ISIN:,VN000000ROS1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 86/2016/GCNCP-VSD do VSD cấp lần đầu ngày 24/08/2016, Số: 86/2016/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 16/05/2018"
Tổng số chứng khoán đăng ký:,567.598.121 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.675.981.210.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
