Keys,Values
Tên TCPH:,"
CTCP Địa ốc Đà Lạt
"
Tên chứng khoán:,Cổ phiếu CTCP Địa ốc Đà Lạt
Mã chứng khoán:,DLR
Mã ISIN:,VN000000DLR9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 101/2010/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 21/04/2010, cấp lần đầu ngày 27/12/2007, thay đổi lần 1 ngày 23/6/2009"
Tổng số chứng khoán đăng ký:,4.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,45.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
