Keys,Values
Tên TCPH:,"
Công ty cổ phần Phân bón và Hóa chất dầu khí Đông Nam Bộ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phân bón và Hóa chất dầu khí Đông Nam Bộ
Mã chứng khoán:,PSE
Mã ISIN:,VN000000PSE6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,21/2012/GCNCP-VSD do VSD cấp ngày 29/08/2012
Tổng số chứng khoán đăng ký:,12.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,125.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
