Keys,Values
Tên TCPH:,"
Công ty Cổ phần Than Vàng Danh - Vinacomin
"
Tên chứng khoán:,Cổ  phiếu Công ty Cổ phần Than Vàng Danh - Vinacomin
Mã chứng khoán:,TVD
Mã ISIN:,VN000000TVD4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 301/2010/GCNCP-VSD do VSD cấp lần đầu ngày 20/12/2010, Số: 301/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 11/08/2016"
Tổng số chứng khoán đăng ký:,44.962.864 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,449.628.640.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
