Keys,Values
Tên TCPH:,"
Tổng công ty Xây dựng Thủy lợi 4 - Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng công ty Xây dựng Thủy lợi 4 - Công ty cổ phần
Mã chứng khoán:,TL4
Mã ISIN:,VN000000TL40
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 85/2014/GCNCP-VSD do VSD cấp ngày 03/12/2014
Tổng số chứng khoán đăng ký:,16.008.338 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,160.083.380.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
