Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CVHM01MBS20CE
Mã chứng quyền:,CVHM2103
Mã ISIN:,VN0CVHM21034
Mã chứng khoán cơ sở:,VHM
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Vinhomes
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,4 tháng
Ngày đáo hạn:,04/06/2021
Tỷ lệ chuyển đổi:,10:1
Giá thực hiện:,93.000  đồng
Giá phát hành lần đầu:,1.650  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,Số: 31/2021/GCNCW-VSD do VSD cấp lần đầu 26/02/2021
Số lượng chứng quyền đăng ký lần đầu tại VSD:,2.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,4.125.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,2.500.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
