Keys,Values
Tên TCPH:,"
Ngân hàng Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu chính phủ BLPH
Mã chứng khoán:,QHB0811089
Mã ISIN:,VNBB08110892
Loại chứng khoán:,Trái phiếu được Chính phủ bảo lãnh
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,89/2008/GCNTP-TTLK cấp ngày 13/01/2009
Tổng số chứng khoán đăng ký:,20.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.000.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,8.75%/năm
Cách thức trả lãi:,
Kỳ hạn:,3 năm
Ngày phát hành:,29/12/2008
Ngày đáo hạn:,29/12/2011
Nơi quản lý tại VSD:,Trụ sở chính
