Keys,Values
Tên TCPH:,"
Công ty Cổ phần Dịch vụ Vận tải và Thương mại
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Dịch vụ Vận tải và Thương mại
Mã chứng khoán:,TJC
Mã ISIN:,VN000000TJC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 24/2007/GCNCP-TTLK do VSD cấp lần đầu ngày 12/12/2007, Số  24/2007/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 05/06/2015"
Tổng số chứng khoán đăng ký:,8.600.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,86.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
