Keys,Values
Tên TCPH:,"
Kho bạc Nhà nước- Bộ tài chính
"
Tên chứng khoán:,Trái phiếu Chính phủ bảo lãnh đợt 15/2010
Mã chứng khoán:,TB1015059
Mã ISIN:,VNTB10150597
Loại chứng khoán:,Trái phiếu Chính phủ
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:,"Số 95/2010/GCNTP-VSD cấp lần đầu ngày 28/10/2010, Số 95/2010/GCNTP-VSD-3 cấp thay đổi lần 3 ngày 02/11/2010"
Tổng số chứng khoán đăng ký:,23.119.100 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.311.910.000.000 đồng
Hình thức phát hành:,Bảo lãnh
Lãi suất:,10.4%/năm
Cách thức trả lãi:,"Trả sau, định kỳ hàng năm"
Kỳ hạn:,05 năm
Ngày phát hành:,09/09/2010
Ngày đáo hạn:,09/09/2015
Nơi quản lý tại VSD:,Trụ sở chính
