Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Nam Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Nam Long
Mã chứng khoán:,NLG
Mã ISIN:,VN000000NLG1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 03/2013/GCNCP-VSD do VSD cấp lần đầu ngày 22/01/2013, Số 03/2013/GCNCP-VSD-15 cấp thay đổi lần 15 ngày 15/12/2021"
Tổng số chứng khoán đăng ký:,382.940.013 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.829.400.130.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
