Keys,Values
Tên TCPH:,"
CTCP  Dệt may- Đầu tư- Thương mại Thành Công
"
Tên chứng khoán:,Cổ phiếu CTCP Dệt may- Đầu tư- Thương mại Thành Công
Mã chứng khoán:,TCM
Mã ISIN:,VN000000TCM5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 87/2007/GCNCP-CNTTLK do VSD cấp lần đầu ngày 04/10/2007, Số: 87/2007/GCNCP-VSD-12 cấp thay đổi lần thứ 12 ngày 17/06/2021"
Tổng số chứng khoán đăng ký:,71.360.808 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,713.608.080.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
