Keys,Values
Tên TCPH:,"
Công ty Cổ phần Mai Linh Miền Trung
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Mai Linh Miền Trung
Mã chứng khoán:,MNC
Mã ISIN:,VN000000MNC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 15/2010/GCNCP-VSD do VSD cấp lần đầu ngày 19/01/2010, Số 15/2010/GCNCP-VSD-3 cấp thay đổi lần thứ 3 ngày 22/01/2015"
Tổng số chứng khoán đăng ký:,9.279.261 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,92.792.610.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
