Keys,Values
Tên TCPH:,"
Công ty cổ phần CMC
"
Tên chứng khoán:,Trái phiếu Công ty cổ phần CMC
Mã chứng khoán:,CVT122009
Mã ISIN:,VNCVT1220090
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 08/2022/GCNTPDN-VSD do VSD cấp lần đầu ngày 28/03/2022
Tổng số chứng khoán đăng ký:,2.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"10,6%/năm"
Cách thức trả lãi:,Chuyển khoản. Tiền lãi trái phiếu được thanh toán định kỳ 06 tháng một lần vào ngày thanh toán lãi là một ngày ngày cách (i) Ngày phát hành một thời hạn tròn 06 tháng hoặc bội số nguyên của 06 tháng của mỗi năm dương lịch và (ii) đối với kỳ tính lãi cuối cùng là ngày đáo hạn và (iii) là ngày mua lại trước hạn hoặc ngày mua lại bắt buộc khi tổ chức phát hành phải thực hiện thanh toán toàn bộ lãi dồn tích trên dư nợ trái phiếu mua lại trước hạn.
Kỳ hạn:,60 tháng
Ngày phát hành:,10/02/2022
Ngày đáo hạn:,10/02/2027
Nơi quản lý tại VSD:,Trụ sở chính
