Keys,Values
Tên TCPH:,"
Công ty cổ phần EVN quốc tế
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần EVN Quốc tế
Mã chứng khoán:,EIC
Mã ISIN:,VN000000EIC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"43/2011/GCNCP-VSD do TTLKCK Việt nam cấp lần đầu ngày 22/06/2011, 43/2011/GCNCP-VSD-1 cấp thay đổi lần thứ nhất ngày 01/03/2012"
Tổng số chứng khoán đăng ký:,36.677.145 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,366.771.450.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
