Keys,Values
Tên TCPH:,"
Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam
Mã chứng khoán:,FRC
Mã ISIN:,VN000000FRC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 58/2014/GCNCP-VSD do VSD cấp ngày 20/08/2014
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
