Keys,Values
Tên TCPH:,"
Công ty cổ phần Du lịch Dầu khí Phương Đông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Du lịch Dầu khí Phương Đông
Mã chứng khoán:,PDC
Mã ISIN:,VN000000PDC2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 54/2009/GCNCP-VSD do VSD cấp ngày 17/09/2010
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
